Total Perpustakaan,Total Koleksi,Total Pengunjung,Total Anggota,Total SDM,Chart Data
1,0,0,0,0,"{\"jenis_perpustakaan\":{\"datasets\":[{\"backgroundColor\":[\"#FF6384\",\"#36A2EB\",\"#FFCE56\"],\"data\":[1]}],\"labels\":[\"Umum\"]},\"kunjungan_bulanan\":{\"datasets\":[{\"backgroundColor\":\"rgba(75, 192, 192, 0.2)\",\"borderColor\":\"rgba(75, 192, 192, 1)\",\"data\":[],\"label\":\"Jumlah Pengunjung\"}],\"labels\":[]},\"total_data\":{\"anggota\":0,\"koleksi\":0,\"pengunjung\":0,\"perpustakaan\":1,\"sdm\":0}}"
